,CaseNum,osmid_node,distance,street_count,highway_node,name_u,highway_u,name_v,highway_v,Mode,IncidentAddress,CrossStreets,GeocodeAddress
586,23-03751,90438612.0,16.726878559767183,4.0,traffic_signals,26th Street,tertiary,26th Street,tertiary,Bicyclist,"Intersection of 26th St. and Broadway, Sacramento, Sacramento, CA, 95818","['26th street', 'broadway']","26th street & broadway, Sacramento, CA 95818"
587,23-03751,90438612.0,16.726878559767183,4.0,traffic_signals,Broadway,secondary,Broadway,secondary,Bicyclist,"Intersection of 26th St. and Broadway, Sacramento, Sacramento, CA, 95818","['26th street', 'broadway']","26th street & broadway, Sacramento, CA 95818"
588,23-03751,90438612.0,16.726878559767183,4.0,traffic_signals,Broadway,secondary,Broadway,secondary,Bicyclist,"Intersection of 26th St. and Broadway, Sacramento, Sacramento, CA, 95818","['26th street', 'broadway']","26th street & broadway, Sacramento, CA 95818"
589,23-03751,90438612.0,16.726878559767183,4.0,traffic_signals,26th Street,secondary,26th Street,secondary,Bicyclist,"Intersection of 26th St. and Broadway, Sacramento, Sacramento, CA, 95818","['26th street', 'broadway']","26th street & broadway, Sacramento, CA 95818"
590,23-04149,90576551.0,130.13349851877882,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Pedestrian,"Martin Luther King Jr Blvd, 100 feet north of 23rd Avenue, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '23rd avenue']","martin luther king jr boulevard & 23rd avenue, Sacramento, CA 95820"
591,23-04149,90576551.0,130.13349851877882,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Pedestrian,"Martin Luther King Jr Blvd, 100 feet north of 23rd Avenue, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '23rd avenue']","martin luther king jr boulevard & 23rd avenue, Sacramento, CA 95820"
592,23-04149,90576607.0,7.9139061080455155,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Pedestrian,"Martin Luther King Jr Blvd, 100 feet north of 23rd Avenue, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '23rd avenue']","martin luther king jr boulevard & 23rd avenue, Sacramento, CA 95820"
593,23-04149,90576607.0,7.9139061080455155,3.0,,23rd Avenue,residential,23rd Avenue,residential,Pedestrian,"Martin Luther King Jr Blvd, 100 feet north of 23rd Avenue, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '23rd avenue']","martin luther king jr boulevard & 23rd avenue, Sacramento, CA 95820"
594,23-04149,90576607.0,7.9139061080455155,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Pedestrian,"Martin Luther King Jr Blvd, 100 feet north of 23rd Avenue, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '23rd avenue']","martin luther king jr boulevard & 23rd avenue, Sacramento, CA 95820"
595,23-04150,90501662.0,191.33684209602652,3.0,,Juliesse Avenue,residential,Juliesse Avenue,residential,Motorcyclist,"In front of 2980 Del Paso Blvd., Sacramento, Sacramento, CA, 95815",,"2980 del paso blvd., Sacramento, CA 95815"
596,23-04150,90501662.0,191.33684209602652,3.0,,Del Paso Boulevard,secondary,Del Paso Boulevard,secondary,Motorcyclist,"In front of 2980 Del Paso Blvd., Sacramento, Sacramento, CA, 95815",,"2980 del paso blvd., Sacramento, CA 95815"
597,23-04150,90501662.0,191.33684209602652,3.0,,Del Paso Boulevard,secondary,Del Paso Boulevard,secondary,Motorcyclist,"In front of 2980 Del Paso Blvd., Sacramento, Sacramento, CA, 95815",,"2980 del paso blvd., Sacramento, CA 95815"
598,23-04283,90394202.0,154.1458036951732,3.0,,El Macero Way,residential,El Macero Way,residential,Driver,"Florin Rd. and Park Place Ct., Sacramento, Sacramento, CA, 95831","['florin road', 'park place court']","florin road & park place court, Sacramento, CA 95831"
599,23-04283,90394202.0,154.1458036951732,3.0,,Florin Road,secondary,,,Driver,"Florin Rd. and Park Place Ct., Sacramento, Sacramento, CA, 95831","['florin road', 'park place court']","florin road & park place court, Sacramento, CA 95831"
600,23-04283,90504818.0,165.62252733022748,1.0,turning_loop,Park Place Court,residential,Park Place Court,residential,Driver,"Florin Rd. and Park Place Ct., Sacramento, Sacramento, CA, 95831","['florin road', 'park place court']","florin road & park place court, Sacramento, CA 95831"
601,23-04283,2558916518.0,7.946106150453439,3.0,,Park Place Court,residential,Park Place Court,residential,Driver,"Florin Rd. and Park Place Ct., Sacramento, Sacramento, CA, 95831","['florin road', 'park place court']","florin road & park place court, Sacramento, CA 95831"
602,23-04283,2558916518.0,7.946106150453439,3.0,,Florin Road,secondary,,,Driver,"Florin Rd. and Park Place Ct., Sacramento, Sacramento, CA, 95831","['florin road', 'park place court']","florin road & park place court, Sacramento, CA 95831"
603,23-04295,90455474.0,11.258376030478257,3.0,traffic_signals,"['North 3rd Street', 'Bercut Drive']",residential,"['North 3rd Street', 'Bercut Drive']",residential,Pedestrian,"Richards Blvd., 135 feet east of North 3rd Street, Sacramento, Sacramento, CA, 95811","['richards boulevard', 'north 3rd street']","richards boulevard & north 3rd street, Sacramento, CA 95811"
604,23-04295,90455474.0,11.258376030478257,3.0,traffic_signals,Richards Boulevard,primary,,,Pedestrian,"Richards Blvd., 135 feet east of North 3rd Street, Sacramento, Sacramento, CA, 95811","['richards boulevard', 'north 3rd street']","richards boulevard & north 3rd street, Sacramento, CA 95811"
605,23-04295,90455474.0,11.258376030478257,3.0,traffic_signals,Richards Boulevard,primary,Richards Boulevard,primary,Pedestrian,"Richards Blvd., 135 feet east of North 3rd Street, Sacramento, Sacramento, CA, 95811","['richards boulevard', 'north 3rd street']","richards boulevard & north 3rd street, Sacramento, CA 95811"
606,23-04296,90260855.0,46.51000722814307,3.0,,Arroyo Vista Drive,residential,Arroyo Vista Drive,residential,Pedestrian,"Arroyo Vista Drive and Center Parkway, Sacramento, Sacramento, CA, 95823","['arroyo vista drive', 'center parkway']","arroyo vista drive & center parkway, Sacramento, CA 95823"
607,23-04296,90260855.0,46.51000722814307,3.0,,Center Parkway,secondary,,,Pedestrian,"Arroyo Vista Drive and Center Parkway, Sacramento, Sacramento, CA, 95823","['arroyo vista drive', 'center parkway']","arroyo vista drive & center parkway, Sacramento, CA 95823"
608,23-04296,1792494869.0,4.523278483312095,4.0,,Arroyo Vista Drive,residential,Arroyo Vista Drive,residential,Pedestrian,"Arroyo Vista Drive and Center Parkway, Sacramento, Sacramento, CA, 95823","['arroyo vista drive', 'center parkway']","arroyo vista drive & center parkway, Sacramento, CA 95823"
609,23-04296,1792494869.0,4.523278483312095,4.0,,Arroyo Vista Drive,residential,Arroyo Vista Drive,residential,Pedestrian,"Arroyo Vista Drive and Center Parkway, Sacramento, Sacramento, CA, 95823","['arroyo vista drive', 'center parkway']","arroyo vista drive & center parkway, Sacramento, CA 95823"
610,23-04296,1792494869.0,4.523278483312095,4.0,,Center Parkway,secondary,,,Pedestrian,"Arroyo Vista Drive and Center Parkway, Sacramento, Sacramento, CA, 95823","['arroyo vista drive', 'center parkway']","arroyo vista drive & center parkway, Sacramento, CA 95823"
611,23-04302,90375504.0,3.08109217216854,3.0,,21st Avenue,residential,21st Avenue,residential,Bicyclist,"Martin Luther King Jr Blvd 10 feet south of 21st Ave, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '21st avenue']","martin luther king jr boulevard & 21st avenue, Sacramento, CA 95820"
612,23-04302,90375504.0,3.08109217216854,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Bicyclist,"Martin Luther King Jr Blvd 10 feet south of 21st Ave, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '21st avenue']","martin luther king jr boulevard & 21st avenue, Sacramento, CA 95820"
613,23-04302,90375504.0,3.08109217216854,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Bicyclist,"Martin Luther King Jr Blvd 10 feet south of 21st Ave, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '21st avenue']","martin luther king jr boulevard & 21st avenue, Sacramento, CA 95820"
614,23-04302,90767211.0,195.7992857187733,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Bicyclist,"Martin Luther King Jr Blvd 10 feet south of 21st Ave, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '21st avenue']","martin luther king jr boulevard & 21st avenue, Sacramento, CA 95820"
615,23-04302,90767211.0,195.7992857187733,3.0,,Martin Luther King Junior Boulevard,tertiary,Martin Luther King Junior Boulevard,tertiary,Bicyclist,"Martin Luther King Jr Blvd 10 feet south of 21st Ave, Sacramento, Sacramento, CA, 95820","['martin luther king jr boulevard', '21st avenue']","martin luther king jr boulevard & 21st avenue, Sacramento, CA 95820"
616,23-05098,90484180.0,6.70811452322287,4.0,,Golden Field Way,residential,Golden Field Way,residential,Bicyclist,"Valley Hi Dr & Golden Field Way, Sacramento, Sacramento, CA, 95823","['valley hi drive', 'golden field way']","valley hi drive & golden field way, Sacramento, CA 95823"
617,23-05098,90484180.0,6.70811452322287,4.0,,Golden Field Way,residential,Golden Field Way,residential,Bicyclist,"Valley Hi Dr & Golden Field Way, Sacramento, Sacramento, CA, 95823","['valley hi drive', 'golden field way']","valley hi drive & golden field way, Sacramento, CA 95823"
618,23-05098,90484180.0,6.70811452322287,4.0,,Valley Hi Drive,tertiary,Valley Hi Drive,tertiary,Bicyclist,"Valley Hi Dr & Golden Field Way, Sacramento, Sacramento, CA, 95823","['valley hi drive', 'golden field way']","valley hi drive & golden field way, Sacramento, CA 95823"
619,23-05098,90484180.0,6.70811452322287,4.0,,Valley Hi Drive,tertiary,Valley Hi Drive,tertiary,Bicyclist,"Valley Hi Dr & Golden Field Way, Sacramento, Sacramento, CA, 95823","['valley hi drive', 'golden field way']","valley hi drive & golden field way, Sacramento, CA 95823"
620,23-05108,90330443.0,4.564324053809136,3.0,,38th Avenue,residential,38th Avenue,residential,Motorcyclist,"38th Avenue and 24th Street, Sacramento, Sacramento, CA, 95822","['38th avenue', '24th street']","38th avenue & 24th street, Sacramento, CA 95822"
621,23-05108,90330443.0,4.564324053809136,3.0,,24th Street,tertiary,24th Street,tertiary,Motorcyclist,"38th Avenue and 24th Street, Sacramento, Sacramento, CA, 95822","['38th avenue', '24th street']","38th avenue & 24th street, Sacramento, CA 95822"
622,23-05108,90330443.0,4.564324053809136,3.0,,24th Street,tertiary,24th Street,tertiary,Motorcyclist,"38th Avenue and 24th Street, Sacramento, Sacramento, CA, 95822","['38th avenue', '24th street']","38th avenue & 24th street, Sacramento, CA 95822"
623,23-05134,90290185.0,178.65310156407014,3.0,,64th Street,residential,64th Street,residential,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
624,23-05134,90290185.0,178.65310156407014,3.0,,Fruitridge Road,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
625,23-05134,90290187.0,44.60422214361363,4.0,,65th Street Expressway,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
626,23-05134,90290187.0,44.60422214361363,4.0,,Fruitridge Road,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
627,23-05134,2493197974.0,180.24239511813465,1.0,,Digger Way,residential,Digger Way,residential,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
628,23-05134,3262602576.0,61.49884948482428,4.0,,65th Street Expressway,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
629,23-05134,3262602576.0,61.49884948482428,4.0,,Fruitridge Road,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
630,23-05134,6665383885.0,41.86300441446164,4.0,,Fruitridge Road,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
631,23-05134,6665383885.0,41.86300441446164,4.0,,65th Street Expressway,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
632,23-05134,8233346735.0,6.793979654637076,4.0,,65th Street Expressway,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
633,23-05134,8233346735.0,6.793979654637076,4.0,,Fruitridge Road,secondary,,,Pedestrian,"Intersection of Fruitridge Road and 65th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '65th street']","fruitridge road & 65th street, Sacramento, CA 95820"
634,23-05212,90290140.0,6.44039092181204,4.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Motorcyclist,"Intersection of Fruitridge Road and Dewey Boulevard, Sacramento, Sacramento, CA, 95820","['fruitridge road', 'dewey boulevard']","fruitridge road & dewey boulevard, Sacramento, CA 95820"
635,23-05212,90290140.0,6.44039092181204,4.0,,48th Street,residential,48th Street,residential,Motorcyclist,"Intersection of Fruitridge Road and Dewey Boulevard, Sacramento, Sacramento, CA, 95820","['fruitridge road', 'dewey boulevard']","fruitridge road & dewey boulevard, Sacramento, CA 95820"
636,23-05212,90290140.0,6.44039092181204,4.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Motorcyclist,"Intersection of Fruitridge Road and Dewey Boulevard, Sacramento, Sacramento, CA, 95820","['fruitridge road', 'dewey boulevard']","fruitridge road & dewey boulevard, Sacramento, CA 95820"
637,23-05290,90650354.0,48.68454115582325,4.0,,Sun River Drive,residential,Sun River Drive,residential,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
638,23-05290,90650354.0,48.68454115582325,4.0,,Elder Creek Road,secondary,Elder Creek Road,secondary,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
639,23-05290,90650354.0,48.68454115582325,4.0,,Elder Creek Road,secondary,Elder Creek Road,secondary,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
640,23-05290,90650354.0,48.68454115582325,4.0,,Sun River Drive,residential,Sun River Drive,residential,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
641,23-05290,8700949480.0,1.2668629664800273,3.0,,Sun River Drive,residential,Sun River Drive,residential,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
642,23-05290,8700949480.0,1.2668629664800273,3.0,,Sun River Drive,residential,Sun River Drive,residential,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
643,23-05290,8700949480.0,1.2668629664800273,3.0,,,residential,,residential,Pedestrian,"Elder Creek Rd. and Sun River Drive, Sacramento, Sacramento, CA, 95828","['elder creek road', 'sun river drive']","elder creek road & sun river drive, Sacramento, CA 95828"
644,23-05326,90290140.0,194.72556867532347,4.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"Fruitridge Road, 50 feet east of 49th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '49th street']","fruitridge road & 49th street, Sacramento, CA 95820"
645,23-05326,90290140.0,194.72556867532347,4.0,,48th Street,residential,48th Street,residential,Pedestrian,"Fruitridge Road, 50 feet east of 49th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '49th street']","fruitridge road & 49th street, Sacramento, CA 95820"
646,23-05326,90290140.0,194.72556867532347,4.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"Fruitridge Road, 50 feet east of 49th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '49th street']","fruitridge road & 49th street, Sacramento, CA 95820"
647,23-05326,90290142.0,79.84595111124409,3.0,,49th Street,residential,49th Street,residential,Pedestrian,"Fruitridge Road, 50 feet east of 49th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '49th street']","fruitridge road & 49th street, Sacramento, CA 95820"
648,23-05326,90290142.0,79.84595111124409,3.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"Fruitridge Road, 50 feet east of 49th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '49th street']","fruitridge road & 49th street, Sacramento, CA 95820"
649,23-05326,90290142.0,79.84595111124409,3.0,,Fruitridge Road,secondary,Fruitridge Road,secondary,Pedestrian,"Fruitridge Road, 50 feet east of 49th Street, Sacramento, Sacramento, CA, 95820","['fruitridge road', '49th street']","fruitridge road & 49th street, Sacramento, CA 95820"
650,23-06011,90442183.0,8.497121003935884,4.0,traffic_signals,North Bend Drive,unclassified,North Bend Drive,unclassified,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
651,23-06011,90442183.0,8.497121003935884,4.0,traffic_signals,Natomas Boulevard,secondary,,,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
652,23-06011,90442183.0,8.497121003935884,4.0,traffic_signals,North Bend Drive,unclassified,North Bend Drive,unclassified,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
653,23-06011,4275362613.0,66.81755642722783,4.0,traffic_signals,North Bend Drive,unclassified,North Bend Drive,unclassified,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
654,23-06011,4275362613.0,66.81755642722783,4.0,traffic_signals,Natomas Boulevard,secondary,,,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
655,23-06011,4275362613.0,66.81755642722783,4.0,traffic_signals,North Bend Drive,unclassified,North Bend Drive,unclassified,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
656,23-06011,10294447002.0,131.30943388255398,1.0,,North Bend Drive,unclassified,North Bend Drive,unclassified,Bicyclist,"North Bend Drive and Natomas Blvd., Sacramento, Sacramento, CA, 95835","['north bend drive', 'natomas boulevard']","north bend drive & natomas boulevard, Sacramento, CA 95835"
657,23-06257,90572344.0,3.1793870187243383,3.0,,15th Avenue,residential,15th Avenue,residential,Pedestrian,"15th Ave, 50 feet west of 60th St., Sacramento, Sacramento, CA, 95820","['15th avenue', '60th street']","15th avenue & 60th street, Sacramento, CA 95820"
658,23-06257,90572344.0,3.1793870187243383,3.0,,15th Avenue,residential,15th Avenue,residential,Pedestrian,"15th Ave, 50 feet west of 60th St., Sacramento, Sacramento, CA, 95820","['15th avenue', '60th street']","15th avenue & 60th street, Sacramento, CA 95820"
659,23-06257,90572344.0,3.1793870187243383,3.0,,60th Street,residential,60th Street,residential,Pedestrian,"15th Ave, 50 feet west of 60th St., Sacramento, Sacramento, CA, 95820","['15th avenue', '60th street']","15th avenue & 60th street, Sacramento, CA 95820"
660,24-00045,975800929.0,150.68595526853525,3.0,,Arden Way,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
661,24-00045,11363486485.0,17.69648668617976,4.0,,Arden Way,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
662,24-00045,11363486485.0,17.69648668617976,4.0,,Exposition Boulevard,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
663,24-00045,11363486486.0,53.47350000597509,4.0,,Exposition Boulevard,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
664,24-00045,11363486486.0,53.47350000597509,4.0,,Ethan Way,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
665,24-00045,11363486487.0,81.03464005018833,4.0,,Arden Way,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
666,24-00045,11363486487.0,81.03464005018833,4.0,,Ethan Way,tertiary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
667,24-00045,11363486488.0,102.25755814357235,4.0,,Ethan Way,primary,,,Bicyclist,"Ethan Way 174 feet south of Exposition Blvd. , Sacramento, Sacramento, CA, 95815","['ethan way', 'exposition boulevard']","ethan way & exposition boulevard, Sacramento, CA 95815"
668,24-00168,90291329.0,7.01015082438877,3.0,,Potrero Way,residential,Potrero Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
669,24-00168,90291329.0,7.01015082438877,3.0,,Freeport Boulevard,primary,,,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
670,24-00168,90307114.0,62.97813723989531,3.0,,Virginia Way,residential,Virginia Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
671,24-00168,90307114.0,62.97813723989531,3.0,,Freeport Boulevard,primary,,,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
672,24-00168,90359987.0,161.09594205834733,3.0,,Alma Way,residential,Alma Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
673,24-00168,90359987.0,161.09594205834733,3.0,,Virginia Way,residential,Virginia Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
674,24-00168,90359987.0,161.09594205834733,3.0,,Virginia Way,residential,Virginia Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
675,24-00168,1785610207.0,38.23379207048739,4.0,,Potrero Way,residential,Potrero Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
676,24-00168,1785610207.0,38.23379207048739,4.0,,Potrero Way,residential,Potrero Way,residential,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
677,24-00168,1785610207.0,38.23379207048739,4.0,,Freeport Boulevard,primary,,,Bicyclist,"Freeport Boulevard and Potrero Way, Sacramento, Sacramento, CA, 95822","['freeport boulevard', 'potrero way']","freeport boulevard & potrero way, Sacramento, CA 95822"
678,24-00305,90417709.0,0.8536663823603822,4.0,traffic_signals,21st Street,primary,,,Bicyclist,"21st St. and X St., Sacramento, Sacramento, CA, 95818","['21st street', 'x street']","21st street & x street, Sacramento, CA 95818"
679,24-00305,90417709.0,0.8536663823603822,4.0,traffic_signals,X Street,primary,,,Bicyclist,"21st St. and X St., Sacramento, Sacramento, CA, 95818","['21st street', 'x street']","21st street & x street, Sacramento, CA 95818"
680,24-00305,90417709.0,0.8536663823603822,4.0,traffic_signals,21st Street,primary,21st Street,primary,Bicyclist,"21st St. and X St., Sacramento, Sacramento, CA, 95818","['21st street', 'x street']","21st street & x street, Sacramento, CA 95818"
681,24-00488,90394263.0,23.967210273973677,4.0,,Woodbine Avenue,residential,Woodbine Avenue,residential,Pedestrian,"Florin Road and Woodbine Avenue, Sacramento, Sacramento, CA, 95822","['florin road', 'woodbine avenue']","florin road & woodbine avenue, Sacramento, CA 95822"
682,24-00488,90394263.0,23.967210273973677,4.0,,Florin Road,primary,,,Pedestrian,"Florin Road and Woodbine Avenue, Sacramento, Sacramento, CA, 95822","['florin road', 'woodbine avenue']","florin road & woodbine avenue, Sacramento, CA 95822"
683,24-00488,90394263.0,23.967210273973677,4.0,,Florin Road,primary,Florin Road,primary,Pedestrian,"Florin Road and Woodbine Avenue, Sacramento, Sacramento, CA, 95822","['florin road', 'woodbine avenue']","florin road & woodbine avenue, Sacramento, CA 95822"
684,24-00705,90337544.0,149.0388437725577,3.0,,Marconi Circle,tertiary,Marconi Circle,tertiary,Driver,"Roseville Road at Marconi Circle, Sacramento, Sacramento, CA, 95815","['roseville road', 'marconi circle']","roseville road & marconi circle, Sacramento, CA 95815"
685,24-00705,90337544.0,149.0388437725577,3.0,,Auburn Boulevard,tertiary,Auburn Boulevard,tertiary,Driver,"Roseville Road at Marconi Circle, Sacramento, Sacramento, CA, 95815","['roseville road', 'marconi circle']","roseville road & marconi circle, Sacramento, CA 95815"
686,24-00705,90337544.0,149.0388437725577,3.0,,Marconi Circle,tertiary,Marconi Circle,tertiary,Driver,"Roseville Road at Marconi Circle, Sacramento, Sacramento, CA, 95815","['roseville road', 'marconi circle']","roseville road & marconi circle, Sacramento, CA 95815"
